sentiment,text
1,"harga ok, pengiriman cepat, packing aman"
0,"deskripsi produk tdk jelas, usb tdk cocok di hp samsung"
0,mesen apa yang dateng apa ngk jelas nih toko periksa lah invoice nya kalo mau dikirm tuh barang bikin kecewa aja
0,ada satu yang salah dong pengirimanya gimana kurang teliti
1,pengiriman cepat dan packing sangat rapi walau hanya beli 1 item saja. Rekom bgt gaes
1,"Sudah sampai ya handuknya.Pengiriman cepat,Harga bersaing,Kualitas bagus,cocok buat Traveling atau buat ganti2.Warnanya sesuai yg diminta,cerah warnanya.proses cepat.Pengiriman pake antar aja bagus,ramah kurirnya.Terimakasih Seller,Toped dan Kurirnya ya...Salam Sehat dan Sukses yaa"
1,keren banget.....anak saya suka banget...
0,"Proses dan pengiriman lama, gak recomended buat yg ingin cepat dapat vitamin di masa pandemic kaya skrg."
1,"sampe cepet ..makasihh yahh,,anak aku seneng bangettt.."
0,psan warna pink yg di kirim warna biru .bikin ank sya nangis gk maw pakek
1,bahannya enak gak gerah dipakainya.
0,Produk tdk ada dalam paket
0,"tolong di perhatikan bagian karet nya, ini kebalik karetnya,, ga sm lurus jahit nya, malah dkirimin brg reject :("
1,"Produk sesuai deskripsi. Packing rapi dan aman. Thanks, UBS ??"
1,"Proses pesanan cepat. Packaging aman ??. Packaging rapi. Hasilnya matte. Aplikator mudah dipakai. Thank you,beli lg ah warna lain??"
1,"Mantapp, paling terjangkau diantara seller lain, bener bener baru, sudah dimainkan tidak ada masalah"
0,Tidak ada pengaruh besar kecil suara .
1,mantap laptop jd adem ga cpt panas ????
0,saya minat membeli disini karena ada konfirm game ultraman evolution dengan jawaban ada donk. setelah barang sampai ternyata tidak ada.. sungguh mengecewakan. terima kasih. hati hati kalo konfirmasi kelengkapan barang.. tidak semua pembeli fokus ke ps2 nya.. perhatikan permintaan game nya..
1,"BAGUSS BGTTTT SESUAII , btw aku bli yg s013 and s008"
0,barang tdk diterima. pengembalian dana tdk diterima. dan saya disuruh urus sendiri ke toped.
0,"Pesen white & silver, yg dikirim white & red.. kecewa ga sesuai pesanan"
1,Fast resp seller pengiriman cepat packaging rapihhh aman barang lengkap sesuaii thankss a lott????
0,"besok2 tolong diperhatikan lg untuk masalah WARNA di catatan pembeli, pesan warna HITAM list SILVER malah dikirim warna SILVER list HITAM.. kecewa berat..!"
1,"sukaaaa...makanya beli lagi..total udh punya 6 pcs. suami bilang model dan bahan bagus, nyaman dipakai. warnanya oke2. respon penjual mengirimkan barang super cepat."
1,Dengan harga segini barang yg didapat cukup memuaskan.
1,"Ini pembelian saya yang kedua kali, pada saat saya terima kondisi segel sudah terbuka dan kartu garansi beda dengan 2 unit yang saya sebelumnya meskipun garansi resmi Indonesia dan unit IP Cameranya berbahasa Indonesia serta kondisi unit bisa dinyalakan. Saran saja sebelum barang dikirim disampaikan saja kondisinya supaya lebih transparan."
0,barang sudah sampai tapi tidak sesuai sample
1,"barang sesuai, thank you"
1,"pengiriman cepat, dibungkus rapi bubble wrap tebel, buku original, udah disampul rapih bgt, terbaik deh pokoknya!!"
1,Penjualnya Ramah Melayani Pembeli Dengan Sabar dan Memberikan Berbagai Saran Yang Pembeli Tidak Tahu ... Mantap Lah ??????
1,penjual responsive. barang sampai dengan selamat. sudah berkali2 order disini untuk saya bawa ke turki ka. terimakasih ya ka
1,Mantap pengiriman instan. Seller fast respon
0,sangat mengecewakan pesen kotak2 yg dateng celana stret buat renang engga bisa di pakai engga lgi bli di toko ini
1,"bagus, barang sampai cepat"
0,"beli 2, 1 tidak bisa. Wong rusak bilangnya sudah dicek tapi kok ga bisa ya"
1,mantap wangi nya segerrr
1,"Bahannya adem,lembut,cocok dipakai dalam ruangan ber-AC dan bisa terhindar dari gigitan nyamuk. Jadi,rencana mau order warna lain lagi."
0,"Barang yg dikirim tidak dicoba terlebih dulu sehingga ada 1 pcs yg tidak berfungsi,mau diretur ongkir nya lebih mahal dr harga barang,jadi kecewa"
0,"barang sampai ada yg pecah, bekas di tambal.."
1,"thankyou! produknya bagus banget seperti biasa, dapet bonus foundation juga dan shadenya pun cocok. tapi pengiriman agak sedikit lama."
0,"parah kecil banget. padahal ukurannya L dan XL. ini mah buat anak SD kaga bisa buat orang dewasa, sekalipun dengan Negativean kecil."
0,"Packing kurang aman, handle patah,emang bahan plastiknya ringkih sih, maklum. Pengiriman lumayan cepat."
0,pesan 2 dikirim 1. ga bisa komplain. karena ga ada video. sudah dikirim foto tetap gabisa. respon lama. baru sehari setelahnya minta no.resi. ga waktu hari pas komplain minta nomor resi. silahkan ambil 16rbu nya.
1,"peasanan cpt smp, kemasanya rapi, brangnya bagus."
0,tipis.kecil
1,Ahh selalu memuaskan belanja disini
0,"Packing berantakan, sungguh mengecewakan"
1,Mantap Tajam. Kualitas Produk Bagus. Produk Sesuai.
1,Lampunya terang!. Pancaran cahaya lampu yg baik. Produk original ??. langsung pasang tinggal liat cahaya mlm gmn!!!
0,Pengiriman lama dan tidak ada cara perakitan box yang susah.
1,Okkkkk pokoknya......
1,udh top banget lah beli disini juara ke oriannya ... selalu langganan pokonya..
1,"bagusss banget gambarnya, sudah dicoba topup dr NFC handphone juga bisa, thanks seller"
0,"Aplikasi banyak yang gak bisa kebuka. Cm bs youtube aja. Wirelles keyboard arah atas,back dan angka 3 tidak bisa. Kecewa tidak dilakukan pengecekan dlu sebelum dikirim. Niat mau nonton bein jadi tidak bisa. Remote mi boxnya jg tdk bisa."
0,"sepatu yg di kirim tidak sesuai sama yg saya order, warna,jenis dan ukuran berbeda,komplain ribet,padahal order titipan"
0,"agak kecewa sih....di gambar bisa tarok tas, aslinya mleot klu beban berat...gantungan baju nggak bisa lah kecuali gantungan ukuran kecil....bahan nya tipis ....tp gitu lah"
0,komplain krn jam di setting masi tidak menyala jawaban dr admin hanya ok
0,saya udah beli tpi gaak di sertakan . Huh. Bohong
0,"baru di pakai dgn pemakaian priNegativei, standar 1 jam perhari, 3 hari sudah rusak...mengecewakan mutu barangnya. saya beli 2, tinggal sisa satu lagi utk membuktikan kwalitas stik ini brp hari tahan.?"
1,Produk sampai dengan baik dan dikemas dengan rapi dan kedap. Sesuai deskripsi dan tanpa cacat. Harga produk yg ditawarkan wajar. Response seller juga cepat dan pengiriman juga relatif cepat. Terima kasih dan sukses selalu.
0,ada busa yg telurnya kempes
1,"bahan bagus, kualitas bagus sesuai harga"
0,"kecewa sama seller dan toko nya.. beli produk flash sale tp malah stok kosong.. udah gitu kirim nya lama banget, seller nya jaka sembung lagi.."
1,uda pembelian ke2 nihh
0,"Terlalu tipis sekali untuk harga segitu. Seperti sehelai kain jilbab segi empat, tdk sesuai ekspektasi"
1,Proses pesanan cepat. Kualitas sesuai harga. Berfungsi dengan baik.
0,"celana yang datang tidak sesuai dengan gambar, di gambar motif kotak-kotak, yang datang polosan semua,"
1,"Barang sesuai dgn pesanan, seller responsif, pengiriman cepat. Terimakasih seller dan tokopedia, smg sukses selalu."
0,"unreliable. walau dptnya flash sale 69rb, tetep gak worth. cuma sekedar charge yg ringan� saja mgkn ok ??"
0,"lucu , katanya di proses ke toko cabang tapi malah ujung nya di kirim padahal saya cuma mau ganti alamat penerima , repot sekali toko ini hanya untuk cancel pembelian saja di bikin ribet"
0,"Mengecewakan sih, seller kurang friendly"
1,"produk bagus, kualitas OK, kuat, dan pengiriman cepat, packing aman"
1,"Beli satu stik PS2, Alhamdulillah sampai dengan keadaan baik. Bahkan packingnya pun juga pakai bubble wrap, rapi. Saat ini stik PS2nya sudah saya coba pakai selama kurang lebih 3minggu lebih, stik nya berfungsi dengan normal dan baik saja. DENGAN CATATAN saya pakai buat main game yg ringan saja. Seperti misalnya bukan game yg bertipe membutuhkan ritme kecepatan menggerakkan analog dan juga bukan menekan tombol yg keras dan berkali(Misalnya game fighting). Hanya saya gunakan buat main game bertipe casual saja. Itu saja, terimakasih."
0,pesanan tidak sesuai ukuran.
0,"tokonya tidak sportif, tidak koperatif pengalaman buruk belanja di toko ini barang cacat diajukan keluhan tapi tidak bertanggung jawab di chat lewat Tokped ataupun WA tapi tanggapannya muter muter doang kebanyakan basa basi padahal tidak mau bertanggung jawab lu makan tuh uang ***** buat **** istri lu hati hati dengan toko ini"
1,"Bahan plastiknya bagus banget, emang the best quality dah Polypropylene?? terus warnanya lucuuu??"
1,"mantap, sukses terus tokonya"
0,"tidak sesuai dengan kapasitas yg tertera di boxnya,kecewa pokoknya..kalo bisa gue balikin ..gue balikin dah"
1,"langganan bulanan, recommended????? i"
0,barang ga pernah sampe.. katanya dikirim nyusul tapi ditanya no resi ga dikasih2..
1,"puaasss selalu langganan disini bikin duplikat akses ku , proses cepat , eh ada bonus nya juga ya , terima kasih kak ??"
0,"brang nya kurang 1 item, beli 3 yg dtng 2"
0,bahan jelek.. panas.. & tipis
0,"pesanan tdk sesuai minta biru diksh pink buat anak laki laki,seller ngga bisa baca kayanya.mengecewakan sekali,brg juga ngga bagus bagus amat standar..."
1,"Handuk cantik. Material bagus. Harga terjangkau!. thanks traktirannya Tokped, handuknya lumayan???? mau upload foto keterangan eror mulu??"
0,BARANG RUSAK DIKIRIM!!!!!!
1,"Barangnya original ??. Produk berfungsi dengan baik. Suara yang dihasilkan jernih. Mudah digunakan. asli ga nyesel transaksi disini,agan seller mau jelasin sejelas2nya masalah produk dan variasi2nya,sampe cara penggunaan alatnya sehingga berfungsi semuanya..."
0,"beli 10 bungkus, ada 1 yg bahan plastik pembungkus nya beda.. dan kebuka sobek"
1,Bagus banget ??
1,Barang sesuai dengan pesanan. Kotak maskernya lucu. Terima kasih
0,Bahan bukan katun asli
0,Qualitas jelek sekali. Bau seperti cat. Pad ya bergelombang
0,sudah nga secepat dan serapi dulu
1,Pembelian kesekian kalinya! Puas??. Packing aman ??. Kuat dan kokoh.
0,Pengiriman sangat buruk respon penjual jg buruk. Ah kapok pesen d sini.cm mau ambil untung doang ndak mau tau penjualnya.seminggu baru terima barang
0,selangnya robek. tasnya jg robel di sudut
0,Jelek! Silikon pelindungnya setelah ditekuk gampang pecah jadi sobek gitu. Kualitas lamounya juga tidak sebaik yg saya bayangkan. Jauh dibawah kualitasnya philips.
0,Obengnya ngga bisa kepakai kualitas rendah
1,"order teroooos,moga smua dimudahkn rzq ny..."
1,"bagus bgt, sesuai gambar, pngiriman jg cpt"
0,exp 26 april 2022 saya beli total kurang lebih 48pcs buat di jual lagi ... klo tau exp dekat g akan ambil .?? sudah ini dpt zonk segitu banyak mo dipakai sendiri g bakal habis sampai exp
1,buat xiaomi 9t cocok.. tombolnya empuk bentuknya keren
0,Shieldnya retak dan penjual tidak mau bertanggung jawab padahal saya sudah coba bicara baik2 di inbox. Sama sekali tidak merekomendasikan toko ini ????
0,"Yang datang bukan yang keluaran terbaru yang ada butiran berwarna biru didalam gel hand sanitizer-nya, sedikit kecewa walau manfaatnya sama, hanya saja yang keluaran terbaru terlihat lebih menarik karena ada butiran berwarna birunya, padahal di foto produk sudah ada butiran birunya. Kecewa banget, mau mesan lagi takut yg datang sama aja barangnya dengan yang ada. Sedih."
0,"packaging nya ga safe jadi mie nya remuk, shipping nya lama bgt proses nya juga asli lama parah"
1,barang sesuai dan bagus
1,"rendangnya enakkk, dagingnya empukkk. Paling salut krn mau kirim di hari minggu jd bs nyampe tepat waktu sebelum lebaran. Tadinya udah agak was2 kl ngirimnya ketunda sehari aja udah ga bakal pas momennya. Ternyata sellernya gerceppp. Thanksss."
0,kualitas jelek. ngak mau pakai di smartphone
0,"pembelian pertama, pelayanan terburuk. respon lama, kirim lama"
1,barang bagus cepat sampai aman
1,"Packaging aman ??. Packaging rapi. Desainnya lucu. Respon penjualnya top. maap fotonya burem, soalnya ss dari video unboxing ??"
0,"Smart schedule nya ga bisa nyala, di aplikasi nya failed terus."
0,lain kali lebih teliti..tolong dicek dulu sebelum barang dikirim jgn sampe salah..pesan nutrilon 3 sebanyak 2 kaleng tp yg dikirim satunya nutrilon 4.
0,sablonnya jelek bgttttt
0,padahal barang belum diproses tapi tidak bisa mengajukan pembatalan karena salah barang. alhasil tidak cocok dan jerawatan pake produk ini.
0,"pantes murah bubble wrap nya tipis, kirain tebel. nyesel order dimari!!"
1,"barang berfungsi dengan baik, rekomended"
0,"Kok setelah pakai efeknya tdk seperti sy pakai Flimty sebelumnya.,,gak tahu ini bukan asli atau kenapa.,,kalau bisa di jawab alasannya knp bisa begitu"
1,"Mantap barangg cepeatt sampaii barang bagus penjual nyaa fast respons banget, packingan oke banget aman sampai di tempatt.. barangnya kerennn bangettt"
0,ang di kota tangerang pengiriman tidak lengkap... ud gt barang yg satu ny rusak. sangat mengecewakan.. barang beginian ternyata harus video unboxing jg.
0,Barang tidak dapat di operasikan .. sudah menghubungi customer service belom ada response
0,"jujur kecewa, udah beli kesekian kali. baru diminum sehari bsknya sudah asem. jadi g bisa diminum. Mohon dipastikan tgl kadaluarsanya."
1,LANGGANAN ??????????
1,"fast respond, packingnya bagus rapih, barang yg dikirim sesuai pesanan, terima kasih"
0,"udah pesen pke dus, gak ada dus nya. mending gak udah pke dus dah"
0,"Tidak bisa digunakan secara native, harus menggunakan aplikasi tertentu (tidak disebutkan di deskripsi). Windshield rusak on arrival."
1,barang bisa digunakan dengan sesuai fungsi nya terimakasih
0,Buruk sepatu bukan kulit Kelebihan ongkir tidak kembali
0,"pengiriman lama banget, dough nya juga jelek banget ga lentur, ga seperti biasanya"
0,Kurang puas sama dompetnya
1,"Memory sdh sy pasang. Ada 4 keping 8 GB DDR3, semua berfungsi dg baik. Pengiriman lumayan cepat. Recommended seller. ??"
1,Bagusss bgt ikannyaa.. ????
1,"Bahannya adem, stretch, worth to buy utk harga segini, yg hitam lebih bagus dibanding yg putih"
1,Bahan bagus dengan harga terjangkau
1,"wow wow sangaat praktis euy, tapi emang harganya mayaan sihh, rasanya enak, mantul, bakal repeat order nihh"
0,kopernya penuh lecet-lecet dan terkelupas dimana-mana
0,"bru dipake 2x, udh robek sana sini. trus kek keluar karet2 warna kuning gituu.. ngga lagi deh ??"
0,Katanya fit to L ternyata fit to M. Gambar juga ngak sesuai dengan poto
0,"saya sungguh kecewa dg membeli masker produk ini, krn isinya yh seharusnya 1 dos 20 pieces, ternyata ada 5 pieces masker tdk ada talinya shg tdk bisa digunakan sebagaimana mestinya, mohon perhatiannya, tks"
1,puas banget ????????????????
1,Toko ini barangnya lengkap dan beneran tersedia. Kadang ada toko lain lengkap tp pas dikirim banyak yg gada. Ini lengkap. Recommended Seller.
1,bagus bgt bukunya. suka. makasih
1,"Pengiriman cepat, seller responsif ??"
1,"barang bagus sesuai harga, fast respon"
0,ini jg sy tdk rekomend krn body sy tinggi jd klu dpke pendek sy gak nyaman & klu berkeringat itu basah banget spt disiram air ini mungkin krn bahanya yg sutra jpg..oy tangannya jg pendek bingit...maaf y
0,barang tidak sesuai gambar. payah
0,"kecewa beli tempat masker 2 pcs yg dtg cuma 1, karna ga ada video unboxing hanya foto saja jd ga bisa diklaim..lumayan ambil untung lebih dr yg ga bikin video unboxing ya ka ??. harusnya teliti sebelum mengirim ??"
1,keren sdh tiba kartu Remi Nya Packaging aman ??.
1,"Over all bagus, hanya pengirimannya sedikit bermasalah, terimakasih"
0,"mudah copot, tidak lengket di kaca mobil atau spion"
0,kurang komunikatif
0,jelek
1,Barang bagus dan sesuai
0,Kecewa pesanan sama barang yang dikirim tidak sesuai
0,"Harganya terlalu mahal untuk kualitas setipis itu, tapi gpp deh semoga nanti lebih murah"
0,produk masih di pakek sehari lo bayangin udah rusak analog nya wkwk asem tenan wkwk
1,"Maaf br review skr, barang sesuai & lsg dipakai gk ada masalah....seller nya cepet ngerespon nya, yg pasti remote nya keren & recomended banget..tks"
0,seller sangat slow respon. pengiriman lama. baru kali ini ada yg sy kasih bintang 1. bukan krn barangnya tapi respon sellernya
1,barang bagus dan pengiriman cepat
0,"Di kirimnya yg hidden, bukan yg semata kaki. Kecewa"
0,"Judul & deskripsi misleading, bikin org salah paham & udah keburu yg nyampe nggak sesuai pesanan. Ini blm pasti dpt right light ya, hati2 kl beli"
0,"Barang tidak sesuai, dikasih masker yang lebih murah hrganya."
1,"Pengiriman cepat, packaging rapih, prodak ok."
1,Orderan sesuai dan kualitasnya juga ok. Pengiriman tidak terlalu lama.
1,"paket cepat sampai, bagus, danrapih, trimakasih kakak.Warnanya bagus ??. Ukuran sesuai. Jahitannya rapi."
1,"pengiriman cepat, barang sesuai"
1,Kualitas bahan bagus ??. Nyaman dipakai ?. Jahitannya rapi. Ukuran sesuai. Warnanya cantik ??. Bahannya lembut. Bahannya adem. Tidak menerawang. Bahan menyerap keringat.
0,chat tidak dibalas pengiriman baru diproses ketika masa aktif sdah habis kacaw??
0,"Pesan warna biru,dikirim warna pink.Padahal buat anak cowok,packing lelet sampai 24 jam,kecewa"
0,disuruh tambah bubble wrap malah bubble wrap nya di paking sendiri. gangerti
1,"trima kasih yah, berfungsi dgn sangat baik. Produk nyaman & mudah dipakai. Packing aman ??. Kualitas bahan tinggi ??. Dijamin Termurah."
1,mantap pokoknya.
0,proses & pengirimannya cepat. warna sesuai pesanan hitam doff. tapi kenapa doffnya ada yg bocel� ? jd nga sesuai ekspektasi deh ??
0,pertama kalinya beli barang online kecewa banget barang yang dibeli 20 pcs yang dateng cuma 8 pcs sudah itu ongkirnya lumayan mahal padahal beratnya tidak sesuai
1,"produk sudah di Terima dgn baik, exp aman masih jauh. thx soho"
0,"sudah sampai terima kasih y, tp sdkt mengecewakan krn paketqu G di packing dos,cuma bubble sja, pdahal sy sdh atc dos + bubble"
0,"Salah kirim warna, sy minta warna Pink, Biru, Hitam > yg dikirim Merah, Hijau, Hitam & lampu LED tdk nyala !!"
0,"Kecewa sekali, masa sekelas P&G packingnya kayak gini cuma dilapisi plastik bening udah tau pembalut wanita yang sifatnya privasi, pengirimannya juga lama"
0,baru d cobain langsung sobek tengahnya Hahaaa maklumlah harga menentukan kualitas juga
1,mantaaaaaaaaaaap produk original... pokoknya recomended seller
0,jelek barang sampai disini udah rusak GK bisa jalan
0,"payah yang dikirim kecil2, diterima byk mati sengaja pilih official dan harga mahal tau gitu pilih yang 2500 aj di toko lain, sama aja hasilnya"
0,ternyata kainnya kasar bgt..dan.tidak.menyerap.keringat.
1,selalu puas dan langganan pengiriman super cepat top pokoknya??
0,"KALI INI BELANJA DISINI SANGAT MENGECEWAKAN!!! FREE ONGKIR, BIASANYA DIKIRIM DNG SI CEPAT REGULER. Tapi KALI INI DIKIRIMNYA DENGAN SI CEPAT HALU !!!KARDUS PENYOK,TERBUKA, BERANTAKAN !!!! SANGAT BURUK DAN JENIS DELIVERY TIDAK SESUAI DENGAN YG ADA DIAPLIKASI !!!"
0,warnanya tdk sesuai ekspektasi
1,Bubble wrap tebal. Original. Kualitas baru dan baik.
1,"Kualitas barangnya bagus banget, gampang dipasang, dan berfungsi dg baik. Packing aman. Very recommended!"
0,"sangat kecewa belanja disini, response sangat lambat,order instant courier di kirim besok nya & sore pula aduuuuh... Official store tapi pelayanan nya kayak gini, its not recomended deh"
0,saya belom menerima paket ini kenapa sudah selesai yah gimana sih!!!!
1,Sudah purchase kedua kali dan cocok dengan kulit tangan yg agak sensitif.
1,"Wowww... Thanks banget untuk kartunya, sangat amat menolong sekali buat backpackeran dikorea"
1,"lumayan lah buat harian, kualitas sesuai harga.."
1,"paking rapih banget sama berlapis2 ??. pengiriman cepat,barang pas 40pcs. mantulllllllllllll langganan ini mah. nanti malem takbiran pesen lagi ??."
0,"Beda yg dipesen sama yg datang,,"
0,jangan beli produk di sini. tidak beres agen nya
1,Proses pesanan cepat Packaging aman ??
0,Barang (printer) yang di kirim rusak admin online tapi tidak mau membalas chat dan pertanyaan saya untuk claim garansi.
0,"Kualitas bukan foto asli, tapi hanya cetakan foto digital dgn kretas kualitas rendah. Kami tidak bisa menggunakan ini untuk exhibition kami karena kualitasnya terlalu rendah."
0,tidak untuk rekomended suara ancur nois nya kacau nyesel kualitas ga bagus. ga kepake
0,maaf barangnya kurang bagus filternya di pakai 1x udh lepas...kecewa
0,kalkulator nya mati satu tolong kak sebelum di kirim barang di tes dahulu
1,mantap paten joss
1,"Mantul dan saat pengiriman diterima oleh saya langsung, jadi terjamin aman."
0,"KACAU. udah nanya di chat, ini kalau dibikin begini bisa gak. dijawab bisa. trus udah jelasin di chat begini begitu, chipnya harus disini, dll. trus malah disuruh tulis di email. oke lah udah ditulis juga di email begini begitu panjang lebarr. bahkan udah dikasih contoh gambar yang jelas posisinya begini ya. eh yang dateng gak sesuai dengan requestnya. kecewa banget lah. nyesel beli disini. padahal ngeliat reviewnya banyak yang beli harga juga lebih mahal sedikit dari yang lain tapi begini pelayanannya."
0,"Tolong gan, ps3 nya ga mw tampilkab gambar di tv pakai hdmi...lampu power yg merah kedap kedip trus"
1,Nyaman di kulit. Kulit jadi glowing ?. Penjualnya ramah banget. Packaging simpel. Packaging aman ??.
1,kualitas sesuai harga ??
1,Hasilnya tahan lama. Hasilnya matte. Nggak cepat pudar. Packaging aman ??. Proses pesanan cepat.
0,Lacinya sering macet tidak terbuka otomatis
0,pembelian Kesekian kalinya dan biasanya dikemas pake kardus tapi yang dikirim cuma pake bubble wrap dan pecah lagi. ajukan barang rusak katanya bukan kesalahan toko tapi pas dicek masa patahannya/ serpihannya kurang. saya coba satuin tapi ada bagian yang memang ngak ada. apa di pengiriman mereka buka bubble wrap terus diganti gitu?
1,harga terbaik.. ada cashback.. adminnya cepat responnya. makasih banyak
0,"beli dua rencana nya buat jaga jaga kalo salah satu nya rusak, eh bener aja dua dua nya gak mau nyolok stik ps dengan sempurna ke converter nya, mau retur produk udah kadung males, untuk penjual sebelum kirim barang tolong dong di QC lebih maksimal lagi"
0,sangat tipis.kecewa sekali.
0,"deskripsi diameter depan filter keliru, sehingga ketika saya pasangkan lenshood ataupun lenscap gak cocok"
0,Barang Tidak sama antara yg di foto dengan yaang dikirim. Tolong yg jujur jika berusaha meskipun nilai uang nya kecil
0,"Barangnya sudah ga enak lagi, udah beda rasanya"
0,"ternyata banyak yg kena tipu.. judulnya ada machine ternyata mesin otot tangan sendiri.. bs retur gak yah ini? useless lah kl kyk gini.. kl bs retur, chat saya dan akan saya ubah bintang nya!!"
1,Kualitas produk bagus ??. Desainnya cantik ??. Warnanya cantik ??.
1,murah banget. kualitas bagus. nyaman dipake
0,"padahal masih segel Orion,,tp kunci yg seperti difoto tidak ada dalam kemasan!,coba komplain harus sertakan video unboxing sama kurir,,,ya gak kepikiran sampai situ.setahu saya klo produk baru masih segel ya harus jaminan komplit,,!terpaksa harus beli kuncinya sendiri,,,, KECEWA!!!!!!"
0,"Kurang bagus, kurang klop"
0,"Ga tau dmn kendalanya, tp barangnya sampe ke rumah lama bgt. Molor 2hr dr estimasi sampai."
0,"barang tidak sesuai di iklan padahal saya memberi pesan saya melalui catatan pada penjual, saya pesan yang nomor ikan cupang sekian ada dlm catatan"
1,mmmaaaannnnttttaaapppp.....
0,"bukunya original, bagus tidak ada cacat. Sayangnya saja respon dari penjual lama sekali, bahkan tdk di respon."
0,Kecewa barang pas sampai gak bisa dipakai
0,LCD kamera lepas dari posisinya. semoga lebih teliti dalam memelih barang sebelum dikirim atau dicek
0,ini tidak dikirim satupun. dan tidak ada chat apapun dari penjual. sudah dikomplain entah kenapa bisa selesai begitu saja. mengecewakan. padahal anak saya suka sekali ini dan menunggu dateng ternyata ga dikirim
1,"First time beli, gak pake ragu,... pokoknya worth it banget,"
1,Material Produk Bagus. Produk Sesuai. Kualitas Produk Bagus. Produk Berfungsi Dengan Baik.
0,ps nya ga awet...Belom ada 2 bulan udah rusak padahal pemakaian biasa aja malah jarang di pake tau2 rusak sendiri
1,"admin cekatan ,barang sampai tepat waktu ,paking rapi ,????????"
1,"barang bagus dan respon cepat, harga bersaing dengan yg lain."
1,"pembelian kedua, semoga sehat lagi kucingnya"
1,"barang sesuai gambar,mantul,cepat nyampe,puas banget"
1,"Pelayanannya mantap, dan respon penjual cekatan serta pengirimannya yang singkat. Terimakasihhh atas layanan dan bonus buku Cinta/Pergi"
1,Kualitas bahan bagus ??. Nyaman dipakai ?. Jahitannya rapi. Warnanya cantik ??. Ukuran sesuai. Bahannya lembut. Model Celananya cantik ??.
0,ukurannya gak sesuai deskripsi gk ada 30cm dan juga gk 2m.. parah sih beli 2 produk berbesa tapi gk rata semua potongannya..
0,"beli mahal2, malah sering tiba2 ngeblur kalau dipakai zoom. terus menghubungi CS nya, suruh klaim garansi aja, minta alamat ga dikasih2. hadeuhh, webcam 1 jutaan kualitas sampah."
0,"Minta yg pink, dikirim yg biru, terus Dapet yang penyok :( kecewa banget ih"
0,"bukan dendeng daging sapi asli, semacam campuran"
0,"Biasa aja, toko tak mau terima pembatalan! Hati2 order disini"
1,"Pemrosesan serta pengiriman produk cepat, padahal bukan di daerah JABODETABEK. Produk diterima dengan sempurna, 3 buah micro USB Data Cable kualitas premium, dan ada bonus kartu perdana Smartfren. Trims"
0,"tolong pengiriman punya rasa tanggung jawab, ini paket habis berenang di comberan mana dan gak yakin isinya apakah masih bisa di pakai atau masuk bak sampah"
0,Kuteknya bahannya gak bagus..
1,alas kandang nya oke banged..tebal dan bahannya bagus..pengemasan dan pengiriman jg cepat ??????????
1,"barang sudah di terima, cuman ini ada bagian yang ngelupas di kayunya, tp ok lah, terima kasih."
0,"parah sih bukunya ada yang sobek, lain kali cek dulu kondisi bukunya sebelum kirim"
1,Orangnya ramah. Voucher dikirim via email. Gak lama transfer langsung dikirim. Mantap gan. Makasih ya .. Bakal jadi langganan nih.
1,"Gampang dibawa-bawa, terlalu imut ukurannya"
0,tidak berfungsi baik
0,"barangnya agak ringkih dan kecil, dan saat masang perlu hati2 krn besi2nya agak tajam , krn saat kita masang kmrn jari2 kami sempat tergores ??"
1,"Cakep bangetttt, mulus, sesuai ekspektasi.. Thank you ya"
1,"Piyama kualitas ????, seller responsive, prosesnya cepat, pengiriman juga cepat sampainya di Manado. Semoga next order bisa sebagus ini yah. Terima kasih."
0,menyesaalllll ternyata bahan sama aja dengan yang harga 30rb ??
0,ternyata sablonnya tidak sesuai dengan gambar huhu
0,"Waktu itu beli di e-commerce sebelah bagus banget, jahitannya rapi. Tapi kenapa pas beli di sini jahitannya nggak rapi. Kayak buru2 buatnya ??, serius sih agak kecewa. Padahal udah excited banget. Semoga pas mau beli lagi nggak kayak gini ya ??"
0,Mengecewakan.. 1 battery tidak berfungsi.
0,alamak....buset.packingnya kurang rapi...di bungkus plastik putih transparan aja.harusnya di bungkus plastik hitam aja biar rapih.
0,"Mic Speakernya Rusak, suaranya terlampau kecil banget, nyaris gak bisa dengar. hmm not worth it. gak di cek dulu sebelum kirim!"
0,"quality control ny tdk teliti, yg kuning ada lubang ny sedikit."
0,Buku sesuai dgn harganya.. colorfull dan harga ekonimis.. hanya sj ada buku yg bbrp halamannya kosong.. ????.. sprti yg buki zebra..hampir sebagian halaman kosong sis..sy beli 30 buah.. blm semua sy cek sis..
1,Proses pesanan cepat. Packaging aman ??. Packaging rapi.
0,Cuma nambah gatel aja kasian liat kucingku:�)
1,"kualitas barangnya bagus sesuai dengan harapan customer, respon chat jg cepat dan ramah. rekomended seller.. sukses terus lapaknya gan."
1,"barang sangat bagus. no lecet, no rusak. super sekaliii. terimakasih, sukses selalu, jaga kesehatan ??????"
0,ada beberapa yang jahitan tidak rapih
1,Pegangan kokoh dan stabil. Packaging aman dan bagus luar biasa... Barang sesuai deskripsi.
0,"Barang sampainya lama sekali, respon penjual lambat, mengecewakan."
0,"Tidak direkomendasikan buat tembok lama,tembok lembab, ganti warna beda dari warna asal, ISI juga kurang dari label, dijamin TIDAK memuaskan! HARGA GAK PERNAH NIPU"
0,ada satu kurang kabel satu.. jadi tolong lebih teliti lagi dalam pengiriman nya
